date,tournament,round,player_1,player_2,score
2022-10-07T19:27:06.456-03:00,ToughLoveGauntlet083,-5,ESGR (Sturdy Lemon #7871),moxshpox (funkypumkin#5675),3-0
2022-10-07T19:27:06.460-03:00,ToughLoveGauntlet083,-5,JoRo,Askadoodle,
2022-10-07T19:27:06.464-03:00,ToughLoveGauntlet083,-6,ESGR (Sturdy Lemon #7871),Askadoodle,3-2
2022-10-07T19:27:06.468-03:00,ToughLoveGauntlet083,-7,E_Sid,ESGR (Sturdy Lemon #7871),2-3
2022-10-07T19:27:06.472-03:00,ToughLoveGauntlet083,6,RetroDot,ESGR (Sturdy Lemon #7871),2-3
2022-10-07T19:27:06.476-03:00,ToughLoveGauntlet083,6,ESGR (Sturdy Lemon #7871),RetroDot,3-1
2022-10-14T15:28:46.597-07:00,ToughLoveGauntlet084,1,E_Sid,TrunksEsp,0-2
2022-10-14T15:28:46.605-07:00,ToughLoveGauntlet084,1,fredruary,titanomachyRPG,2-0
2022-10-14T15:28:46.610-07:00,ToughLoveGauntlet084,1,SquidSlash (Groovy Lobster #1766),Alexa,2-1
2022-10-14T15:28:46.615-07:00,ToughLoveGauntlet084,1,Horsin,JGP13,2-1
2022-10-14T15:28:46.620-07:00,ToughLoveGauntlet084,1,JoRo,CRYTREGAMER,2-0
2022-10-14T15:28:46.624-07:00,ToughLoveGauntlet084,1,Zoi2006,icyal_XD (Groovy Ramen),2-0
2022-10-14T15:28:46.629-07:00,ToughLoveGauntlet084,2,TableLol,TrunksEsp,2-0
2022-10-14T15:28:46.634-07:00,ToughLoveGauntlet084,2,fredruary,SquidSlash (Groovy Lobster #1766),2-0
2022-10-14T15:28:46.639-07:00,ToughLoveGauntlet084,2,ESGR (Sturdy Lemon #7871),Horsin,2-0
2022-10-14T15:28:46.644-07:00,ToughLoveGauntlet084,2,JoRo,Zoi2006,0-2
2022-10-14T15:28:46.648-07:00,ToughLoveGauntlet084,3,TableLol,fredruary,3-2
2022-10-14T15:28:46.653-07:00,ToughLoveGauntlet084,3,ESGR (Sturdy Lemon #7871),Zoi2006,2-3
2022-10-14T15:28:46.657-07:00,ToughLoveGauntlet084,4,TableLol,Zoi2006,3-0
2022-10-14T15:28:46.661-07:00,ToughLoveGauntlet084,-1,titanomachyRPG,Alexa,0-2
2022-10-14T15:28:46.666-07:00,ToughLoveGauntlet084,-1,CRYTREGAMER,icyal_XD (Groovy Ramen),0-2
2022-10-14T15:28:46.670-07:00,ToughLoveGauntlet084,-2,JoRo,E_Sid,0-1
2022-10-14T15:28:46.674-07:00,ToughLoveGauntlet084,-2,Horsin,Alexa,0-2
2022-10-14T15:28:46.679-07:00,ToughLoveGauntlet084,-2,SquidSlash (Groovy Lobster #1766),JGP13,0-2
2022-10-14T15:28:46.683-07:00,ToughLoveGauntlet084,-2,TrunksEsp,icyal_XD (Groovy Ramen),2-1
2022-10-14T15:28:46.687-07:00,ToughLoveGauntlet084,-3,E_Sid,Alexa,3-0
2022-10-14T15:28:46.691-07:00,ToughLoveGauntlet084,-3,JGP13,TrunksEsp,1-3
2022-10-14T15:28:46.694-07:00,ToughLoveGauntlet084,-4,fredruary,E_Sid,3-0
2022-10-14T15:28:46.698-07:00,ToughLoveGauntlet084,-4,ESGR (Sturdy Lemon #7871),TrunksEsp,0--1
2022-10-14T15:28:46.702-07:00,ToughLoveGauntlet084,-5,fredruary,ESGR (Sturdy Lemon #7871),0-3
2022-10-14T15:28:46.706-07:00,ToughLoveGauntlet084,-6,Zoi2006,ESGR (Sturdy Lemon #7871),0-3
2022-10-14T15:28:46.710-07:00,ToughLoveGauntlet084,5,TableLol,ESGR (Sturdy Lemon #7871),3-0
2022-10-21T18:34:59.355-04:00,ToughLoveGauntlet085,1,SquidSlash (Groovy Lobster #1766),cheeseeater,1-2
2022-10-21T18:34:59.365-04:00,ToughLoveGauntlet085,1,RetroDot,DaMoogie,2-0
2022-10-21T18:34:59.374-04:00,ToughLoveGauntlet085,1,BlueicyDasani,JacobDRAG,2-0
2022-10-21T18:34:59.379-04:00,ToughLoveGauntlet085,1,TableLol,Kevin20P (Groovy Garlic #9483),0--1
2022-10-21T18:34:59.384-04:00,ToughLoveGauntlet085,1,JoRo,CCLia,2-0
2022-10-21T18:34:59.388-04:00,ToughLoveGauntlet085,1,ESGR (Sturdy Lemon #7871),CRYTREGAMER,2-0
2022-10-21T18:34:59.394-04:00,ToughLoveGauntlet085,1,fredruary,The Smuckers Arc (Hot Sauce #1814),2-0
2022-10-21T18:34:59.399-04:00,ToughLoveGauntlet085,2,mpaulweeks,cheeseeater,0-2
2022-10-21T18:34:59.404-04:00,ToughLoveGauntlet085,2,RetroDot,BlueicyDasani,0-2
2022-10-21T18:34:59.410-04:00,ToughLoveGauntlet085,2,TableLol,JoRo,1-2
2022-10-21T18:34:59.414-04:00,ToughLoveGauntlet085,2,ESGR (Sturdy Lemon #7871),fredruary,2-0
2022-10-21T18:34:59.418-04:00,ToughLoveGauntlet085,3,cheeseeater,BlueicyDasani,1-3
2022-10-21T18:34:59.425-04:00,ToughLoveGauntlet085,3,JoRo,ESGR (Sturdy Lemon #7871),0-3
2022-10-21T18:34:59.430-04:00,ToughLoveGauntlet085,4,BlueicyDasani,ESGR (Sturdy Lemon #7871),3-1
2022-10-21T18:34:59.433-04:00,ToughLoveGauntlet085,-1,DaMoogie,JacobDRAG,2-1
2022-10-21T18:34:59.441-04:00,ToughLoveGauntlet085,-1,Kevin20P (Groovy Garlic #9483),CCLia,-1-0
2022-10-21T18:34:59.447-04:00,ToughLoveGauntlet085,-1,CRYTREGAMER,The Smuckers Arc (Hot Sauce #1814),2-1
2022-10-21T18:34:59.452-04:00,ToughLoveGauntlet085,-2,fredruary,SquidSlash (Groovy Lobster #1766),2-0
2022-10-21T18:34:59.457-04:00,ToughLoveGauntlet085,-2,TableLol,DaMoogie,2-0
2022-10-21T18:34:59.462-04:00,ToughLoveGauntlet085,-2,RetroDot,CCLia,2-0
2022-10-21T18:34:59.469-04:00,ToughLoveGauntlet085,-2,mpaulweeks,CRYTREGAMER,2-0
2022-10-21T18:34:59.474-04:00,ToughLoveGauntlet085,-3,fredruary,TableLol,3-0
2022-10-21T18:34:59.478-04:00,ToughLoveGauntlet085,-3,RetroDot,mpaulweeks,3-1
2022-10-21T18:34:59.487-04:00,ToughLoveGauntlet085,-4,cheeseeater,fredruary,0--1
2022-10-21T18:34:59.492-04:00,ToughLoveGauntlet085,-4,JoRo,RetroDot,1-3
2022-10-21T18:34:59.496-04:00,ToughLoveGauntlet085,-5,cheeseeater,RetroDot,1-3
2022-10-21T18:34:59.501-04:00,ToughLoveGauntlet085,-6,ESGR (Sturdy Lemon #7871),RetroDot,3-1
2022-10-21T18:34:59.505-04:00,ToughLoveGauntlet085,5,BlueicyDasani,ESGR (Sturdy Lemon #7871),1-3
2022-10-21T18:34:59.511-04:00,ToughLoveGauntlet085,5,ESGR (Sturdy Lemon #7871),BlueicyDasani,1-3
2022-11-04T17:36:29.701-05:00,ToughLoveGauntlet086,1,BOOSTIOOOOOOOOO,JGP13,2-0
2022-11-04T17:36:29.727-05:00,ToughLoveGauntlet086,1,E_Sid,Hard_Meat,0--1
2022-11-04T17:36:29.737-05:00,ToughLoveGauntlet086,1,JoRo,KevinKryptonite,2-0
2022-11-04T17:36:29.748-05:00,ToughLoveGauntlet086,1,Pur3Boii,DaMoogie,2-0
2022-11-04T17:36:29.758-05:00,ToughLoveGauntlet086,1,Horsin,Minerbeans69,0--1
2022-11-04T17:36:29.766-05:00,ToughLoveGauntlet086,1,TrunksEsp,Cute Pizza #3057,1-2
2022-11-04T17:36:29.775-05:00,ToughLoveGauntlet086,1,SquidSlash (Groovy Lobster #1766),Just_Rogue,2-0
2022-11-04T17:36:29.787-05:00,ToughLoveGauntlet086,1,The Smuckers Arc (Hot Sauce #1814),JacobDRAGFGC,1-2
2022-11-04T17:36:29.797-05:00,ToughLoveGauntlet086,1,moxshpox (funkypumkin#5675),CCLia,1-2
2022-11-04T17:36:29.806-05:00,ToughLoveGauntlet086,1,BlueicyDasani,vikturix | (Dangerous Mushroom #8287),2-0
2022-11-04T17:36:29.815-05:00,ToughLoveGauntlet086,1,Alexa,ricetime,2-0
2022-11-04T17:36:29.822-05:00,ToughLoveGauntlet086,2,RetroDot,BOOSTIOOOOOOOOO,2-0
2022-11-04T17:36:29.832-05:00,ToughLoveGauntlet086,2,E_Sid,JoRo,1-2
2022-11-04T17:36:29.844-05:00,ToughLoveGauntlet086,2,Wiltonlaws,Pur3Boii,2-1
2022-11-04T17:36:29.852-05:00,ToughLoveGauntlet086,2,Askadoodle,Horsin,2-0
2022-11-04T17:36:29.859-05:00,ToughLoveGauntlet086,2,ESGR (Sturdy Lemon #7871),Cute Pizza #3057,2-1
2022-11-04T17:36:29.867-05:00,ToughLoveGauntlet086,2,SquidSlash (Groovy Lobster #1766),JacobDRAGFGC,2-1
2022-11-04T17:36:29.879-05:00,ToughLoveGauntlet086,2,fredruary,CCLia,2-0
2022-11-04T17:36:29.893-05:00,ToughLoveGauntlet086,2,BlueicyDasani,Alexa,2-1
2022-11-04T17:36:29.903-05:00,ToughLoveGauntlet086,3,RetroDot,JoRo,2-0
2022-11-04T17:36:29.915-05:00,ToughLoveGauntlet086,3,Wiltonlaws,Askadoodle,0-2
2022-11-04T17:36:29.925-05:00,ToughLoveGauntlet086,3,ESGR (Sturdy Lemon #7871),SquidSlash (Groovy Lobster #1766),2-0
2022-11-04T17:36:29.935-05:00,ToughLoveGauntlet086,3,fredruary,BlueicyDasani,2-0
2022-11-04T17:36:29.944-05:00,ToughLoveGauntlet086,4,RetroDot,Askadoodle,2-3
2022-11-04T17:36:29.954-05:00,ToughLoveGauntlet086,4,ESGR (Sturdy Lemon #7871),fredruary,3-1
2022-11-04T17:36:29.968-05:00,ToughLoveGauntlet086,5,Askadoodle,ESGR (Sturdy Lemon #7871),3-0
2022-11-04T17:36:29.979-05:00,ToughLoveGauntlet086,-1,Hard_Meat,KevinKryptonite,-1-0
2022-11-04T17:36:29.995-05:00,ToughLoveGauntlet086,-1,Just_Rogue,The Smuckers Arc (Hot Sauce #1814),0-2
2022-11-04T17:36:30.005-05:00,ToughLoveGauntlet086,-1,vikturix | (Dangerous Mushroom #8287),ricetime,2-0
2022-11-04T17:36:30.019-05:00,ToughLoveGauntlet086,-2,Alexa,JGP13,2-0
2022-11-04T17:36:30.035-05:00,ToughLoveGauntlet086,-2,CCLia,KevinKryptonite,0-2
2022-11-04T17:36:30.053-05:00,ToughLoveGauntlet086,-2,JacobDRAGFGC,DaMoogie,2-1
2022-11-04T17:36:30.079-05:00,ToughLoveGauntlet086,-2,Cute Pizza #3057,Minerbeans69,0--1
2022-11-04T17:36:30.095-05:00,ToughLoveGauntlet086,-2,Horsin,TrunksEsp,0-2
2022-11-04T17:36:30.105-05:00,ToughLoveGauntlet086,-2,Pur3Boii,The Smuckers Arc (Hot Sauce #1814),2-0
2022-11-04T17:36:30.116-05:00,ToughLoveGauntlet086,-2,E_Sid,moxshpox (funkypumkin#5675),1-2
2022-11-04T17:36:30.124-05:00,ToughLoveGauntlet086,-2,BOOSTIOOOOOOOOO,vikturix | (Dangerous Mushroom #8287),2-0
2022-11-04T17:36:30.132-05:00,ToughLoveGauntlet086,-3,Alexa,KevinKryptonite,2-0
2022-11-04T17:36:30.143-05:00,ToughLoveGauntlet086,-3,JacobDRAGFGC,Cute Pizza #3057,2-0
2022-11-04T17:36:30.155-05:00,ToughLoveGauntlet086,-3,TrunksEsp,Pur3Boii,0-2
2022-11-04T17:36:30.164-05:00,ToughLoveGauntlet086,-3,moxshpox (funkypumkin#5675),BOOSTIOOOOOOOOO,2-0
2022-11-04T17:36:30.172-05:00,ToughLoveGauntlet086,-4,Wiltonlaws,Alexa,2-0
2022-11-04T17:36:30.180-05:00,ToughLoveGauntlet086,-4,JoRo,JacobDRAGFGC,
2022-11-04T17:36:30.189-05:00,ToughLoveGauntlet086,-4,BlueicyDasani,Pur3Boii,2-1
2022-11-04T17:36:30.198-05:00,ToughLoveGauntlet086,-4,SquidSlash (Groovy Lobster #1766),moxshpox (funkypumkin#5675),2-1
2022-11-04T17:36:30.209-05:00,ToughLoveGauntlet086,-5,Wiltonlaws,JacobDRAGFGC,3-0
2022-11-04T17:36:30.217-05:00,ToughLoveGauntlet086,-5,BlueicyDasani,SquidSlash (Groovy Lobster #1766),3-0
2022-11-04T17:36:30.230-05:00,ToughLoveGauntlet086,-6,fredruary,Wiltonlaws,3-2
2022-11-04T17:36:30.241-05:00,ToughLoveGauntlet086,-6,RetroDot,BlueicyDasani,3-0
2022-11-04T17:36:30.252-05:00,ToughLoveGauntlet086,-7,fredruary,RetroDot,3-2
2022-11-04T17:36:30.263-05:00,ToughLoveGauntlet086,-8,ESGR (Sturdy Lemon #7871),fredruary,3-0
2022-11-04T17:36:30.273-05:00,ToughLoveGauntlet086,6,Askadoodle,ESGR (Sturdy Lemon #7871),3-0
2022-11-11T18:29:30.380-05:00,ToughLoveGauntlet087,1,Toyley_isnt_here,KevinKryptonite,0-2
2022-11-11T18:29:30.391-05:00,ToughLoveGauntlet087,1,"Gaming, Spicy Toast",Subroc,0-2
2022-11-11T18:29:30.400-05:00,ToughLoveGauntlet087,1,Minerbeans69,YTGRAU,2-1
2022-11-11T18:29:30.408-05:00,ToughLoveGauntlet087,1,JacobDRAGFGC,ricetime,0-2
2022-11-11T18:29:30.415-05:00,ToughLoveGauntlet087,2,TableLol,KevinKryptonite,2-1
2022-11-11T18:29:30.420-05:00,ToughLoveGauntlet087,2,Cute Pizza #3057,TrunksEsp,
2022-11-11T18:29:30.425-05:00,ToughLoveGauntlet087,2,JoRo,Subroc,1-2
2022-11-11T18:29:30.430-05:00,ToughLoveGauntlet087,2,Friggis1,Alexa,0-2
2022-11-11T18:29:30.434-05:00,ToughLoveGauntlet087,2,RetroDot,Minerbeans69,0-2
2022-11-11T18:29:30.438-05:00,ToughLoveGauntlet087,2,E_Sid,BOOSTIOOOOOOOOO,1-2
2022-11-11T18:29:30.442-05:00,ToughLoveGauntlet087,2,fredruary,ricetime,2-0
2022-11-11T18:29:30.447-05:00,ToughLoveGauntlet087,2,moxshpox (funkypumkin#5675),Horsin,1-2
2022-11-11T18:29:30.451-05:00,ToughLoveGauntlet087,3,TableLol,Cute Pizza #3057,2-0
2022-11-11T18:29:30.456-05:00,ToughLoveGauntlet087,3,Subroc,Alexa,0-2
2022-11-11T18:29:30.460-05:00,ToughLoveGauntlet087,3,Minerbeans69,BOOSTIOOOOOOOOO,2-1
2022-11-11T18:29:30.464-05:00,ToughLoveGauntlet087,3,fredruary,Horsin,2-0
2022-11-11T18:29:30.469-05:00,ToughLoveGauntlet087,4,TableLol,Alexa,3-2
2022-11-11T18:29:30.473-05:00,ToughLoveGauntlet087,4,Minerbeans69,fredruary,0-3
2022-11-11T18:29:30.477-05:00,ToughLoveGauntlet087,5,TableLol,fredruary,3-0
2022-11-11T18:29:30.482-05:00,ToughLoveGauntlet087,-1,moxshpox (funkypumkin#5675),Toyley_isnt_here,2-0
2022-11-11T18:29:30.486-05:00,ToughLoveGauntlet087,-1,E_Sid,"Gaming, Spicy Toast",2-1
2022-11-11T18:29:30.490-05:00,ToughLoveGauntlet087,-1,Friggis1,YTGRAU,2-0
2022-11-11T18:29:30.494-05:00,ToughLoveGauntlet087,-1,TrunksEsp,JacobDRAGFGC,
2022-11-11T18:29:30.499-05:00,ToughLoveGauntlet087,-2,ricetime,moxshpox (funkypumkin#5675),1-2
2022-11-11T18:29:30.504-05:00,ToughLoveGauntlet087,-2,RetroDot,E_Sid,2-0
2022-11-11T18:29:30.508-05:00,ToughLoveGauntlet087,-2,JoRo,Friggis1,2-1
2022-11-11T18:29:30.513-05:00,ToughLoveGauntlet087,-2,KevinKryptonite,JacobDRAGFGC,2-0
2022-11-11T18:29:30.516-05:00,ToughLoveGauntlet087,-3,Subroc,moxshpox (funkypumkin#5675),2-1
2022-11-11T18:29:30.520-05:00,ToughLoveGauntlet087,-3,Cute Pizza #3057,RetroDot,0-2
2022-11-11T18:29:30.524-05:00,ToughLoveGauntlet087,-3,Horsin,JoRo,0-2
2022-11-11T18:29:30.528-05:00,ToughLoveGauntlet087,-3,BOOSTIOOOOOOOOO,KevinKryptonite,2-0
2022-11-11T18:29:30.533-05:00,ToughLoveGauntlet087,-4,Subroc,RetroDot,1-3
2022-11-11T18:29:30.539-05:00,ToughLoveGauntlet087,-4,JoRo,BOOSTIOOOOOOOOO,3-1
2022-11-11T18:29:30.543-05:00,ToughLoveGauntlet087,-5,Minerbeans69,RetroDot,1-3
2022-11-11T18:29:30.547-05:00,ToughLoveGauntlet087,-5,Alexa,JoRo,3-2
2022-11-11T18:29:30.552-05:00,ToughLoveGauntlet087,-6,RetroDot,Alexa,3-2
2022-11-11T18:29:30.556-05:00,ToughLoveGauntlet087,-7,fredruary,RetroDot,3-1
2022-11-11T18:29:30.560-05:00,ToughLoveGauntlet087,6,TableLol,fredruary,2-3
2022-11-11T18:29:30.564-05:00,ToughLoveGauntlet087,6,fredruary,TableLol,1-3
2022-11-19T06:48:29.355+07:00,ToughLoveGauntlet088,1,BOOSTIOOOOOOOOO,The Smuckers Arc (Hot Sauce #1814),2-0
2022-11-19T06:48:29.360+07:00,ToughLoveGauntlet088,1,fredruary,ricetime,2-0
2022-11-19T06:48:29.363+07:00,ToughLoveGauntlet088,1,E_Sid,Cute Pizza #3057,2-0
2022-11-19T06:48:29.367+07:00,ToughLoveGauntlet088,1,SquidSlash (Groovy Lobster #1766),JacobDRAGFGC,2-0
2022-11-19T06:48:29.370+07:00,ToughLoveGauntlet088,2,TableLol,BOOSTIOOOOOOOOO,2-0
2022-11-19T06:48:29.374+07:00,ToughLoveGauntlet088,2,Askadoodle,fredruary,2-0
2022-11-19T06:48:29.378+07:00,ToughLoveGauntlet088,2,RetroDot,E_Sid,2-0
2022-11-19T06:48:29.381+07:00,ToughLoveGauntlet088,2,BlueicyDasani,SquidSlash (Groovy Lobster #1766),2-0
2022-11-19T06:48:29.384+07:00,ToughLoveGauntlet088,3,TableLol,Askadoodle,3-2
2022-11-19T06:48:29.388+07:00,ToughLoveGauntlet088,3,RetroDot,BlueicyDasani,2-3
2022-11-19T06:48:29.391+07:00,ToughLoveGauntlet088,4,TableLol,BlueicyDasani,0--1
2022-11-19T06:48:29.395+07:00,ToughLoveGauntlet088,-1,SquidSlash (Groovy Lobster #1766),The Smuckers Arc (Hot Sauce #1814),2-0
2022-11-19T06:48:29.399+07:00,ToughLoveGauntlet088,-1,E_Sid,ricetime,0-2
2022-11-19T06:48:29.402+07:00,ToughLoveGauntlet088,-1,fredruary,Cute Pizza #3057,2-0
2022-11-19T06:48:29.406+07:00,ToughLoveGauntlet088,-1,BOOSTIOOOOOOOOO,JacobDRAGFGC,0--1
2022-11-19T06:48:29.409+07:00,ToughLoveGauntlet088,-2,SquidSlash (Groovy Lobster #1766),ricetime,2-1
2022-11-19T06:48:29.413+07:00,ToughLoveGauntlet088,-2,fredruary,BOOSTIOOOOOOOOO,2-1
2022-11-19T06:48:29.416+07:00,ToughLoveGauntlet088,-3,Askadoodle,SquidSlash (Groovy Lobster #1766),3-1
2022-11-19T06:48:29.420+07:00,ToughLoveGauntlet088,-3,RetroDot,fredruary,3-1
2022-11-19T06:48:29.424+07:00,ToughLoveGauntlet088,-4,Askadoodle,RetroDot,3-1
2022-11-19T06:48:29.427+07:00,ToughLoveGauntlet088,-5,BlueicyDasani,Askadoodle,-1-0
2022-11-19T06:48:29.430+07:00,ToughLoveGauntlet088,5,TableLol,Askadoodle,1-3
2022-11-19T06:48:29.434+07:00,ToughLoveGauntlet088,5,Askadoodle,TableLol,3-0
2022-11-25T17:32:44.362-06:00,ToughLoveGauntlet089,1,JacobDRAGFGC,Banked,-1-0
2022-11-25T17:32:44.369-06:00,ToughLoveGauntlet089,1,Alexa,DenpaKyoushi,2-0
2022-11-25T17:32:44.375-06:00,ToughLoveGauntlet089,1,Minerbeans69,Permanixx,
2022-11-25T17:32:44.381-06:00,ToughLoveGauntlet089,1,BOOSTIOOOOOOOOO,kyoki_akumu,2-0
2022-11-25T17:32:44.387-06:00,ToughLoveGauntlet089,2,fredruary,Banked,2-0
2022-11-25T17:32:44.395-06:00,ToughLoveGauntlet089,2,E_Sid,Alexa,0-2
2022-11-25T17:32:44.403-06:00,ToughLoveGauntlet089,2,Mirdas,Permanixx,2-0
2022-11-25T17:32:44.411-06:00,ToughLoveGauntlet089,2,cheeseeater,BOOSTIOOOOOOOOO,0-2
2022-11-25T17:32:44.417-06:00,ToughLoveGauntlet089,3,fredruary,Alexa,3-0
2022-11-25T17:32:44.423-06:00,ToughLoveGauntlet089,3,Mirdas,BOOSTIOOOOOOOOO,1-3
2022-11-25T17:32:44.427-06:00,ToughLoveGauntlet089,4,fredruary,BOOSTIOOOOOOOOO,1-3
2022-11-25T17:32:44.432-06:00,ToughLoveGauntlet089,-1,cheeseeater,JacobDRAGFGC,2-0
2022-11-25T17:32:44.438-06:00,ToughLoveGauntlet089,-1,Permanixx,DenpaKyoushi,2-0
2022-11-25T17:32:44.443-06:00,ToughLoveGauntlet089,-1,E_Sid,Minerbeans69,
2022-11-25T17:32:44.448-06:00,ToughLoveGauntlet089,-1,Banked,kyoki_akumu,0-2
2022-11-25T17:32:44.453-06:00,ToughLoveGauntlet089,-2,cheeseeater,Permanixx,2-0
2022-11-25T17:32:44.458-06:00,ToughLoveGauntlet089,-2,E_Sid,kyoki_akumu,2-0
2022-11-25T17:32:44.465-06:00,ToughLoveGauntlet089,-3,Alexa,cheeseeater,1-3
2022-11-25T17:32:44.474-06:00,ToughLoveGauntlet089,-3,Mirdas,E_Sid,1-3
2022-11-25T17:32:44.481-06:00,ToughLoveGauntlet089,-4,cheeseeater,E_Sid,3-1
2022-11-25T17:32:44.487-06:00,ToughLoveGauntlet089,-5,fredruary,cheeseeater,3-0
2022-11-25T17:32:44.492-06:00,ToughLoveGauntlet089,5,BOOSTIOOOOOOOOO,fredruary,2-3
2022-11-25T17:32:44.497-06:00,ToughLoveGauntlet089,5,fredruary,BOOSTIOOOOOOOOO,0-1
2022-12-02T23:42:33.326+00:00,ToughLoveGauntlet090,1,Alexa,KevinKryptonite,2-0
2022-12-02T23:42:33.332+00:00,ToughLoveGauntlet090,1,BlueicyDasani,MrChimera,2-0
2022-12-02T23:42:33.338+00:00,ToughLoveGauntlet090,1,fredruary,Permanixx,2-0
2022-12-02T23:42:33.342+00:00,ToughLoveGauntlet090,1,BOOSTIOOOOOOOOO,JacobDRAGFGC,2-0
2022-12-02T23:42:33.347+00:00,ToughLoveGauntlet090,1,cheeseeater,Minerbeans69,0-2
2022-12-02T23:42:33.353+00:00,ToughLoveGauntlet090,2,mpaulweeks,Alexa,1-2
2022-12-02T23:42:33.358+00:00,ToughLoveGauntlet090,2,BlueicyDasani,fredruary,0-2
2022-12-02T23:42:33.364+00:00,ToughLoveGauntlet090,2,TableLol,BOOSTIOOOOOOOOO,2-0
2022-12-02T23:42:33.369+00:00,ToughLoveGauntlet090,2,Wiltonlaws,Minerbeans69,2-0
2022-12-02T23:42:33.373+00:00,ToughLoveGauntlet090,3,Alexa,fredruary,0-3
2022-12-02T23:42:33.379+00:00,ToughLoveGauntlet090,3,TableLol,Wiltonlaws,3-2
2022-12-02T23:42:33.385+00:00,ToughLoveGauntlet090,4,fredruary,TableLol,3-2
2022-12-02T23:42:33.391+00:00,ToughLoveGauntlet090,-1,MrChimera,Permanixx,2-0
2022-12-02T23:42:33.398+00:00,ToughLoveGauntlet090,-2,Minerbeans69,KevinKryptonite,2-0
2022-12-02T23:42:33.402+00:00,ToughLoveGauntlet090,-2,BOOSTIOOOOOOOOO,MrChimera,2-0
2022-12-02T23:42:33.407+00:00,ToughLoveGauntlet090,-2,BlueicyDasani,JacobDRAGFGC,2-0
2022-12-02T23:42:33.412+00:00,ToughLoveGauntlet090,-2,mpaulweeks,cheeseeater,0-2
2022-12-02T23:42:33.416+00:00,ToughLoveGauntlet090,-3,Minerbeans69,BOOSTIOOOOOOOOO,2-3
2022-12-02T23:42:33.420+00:00,ToughLoveGauntlet090,-3,BlueicyDasani,cheeseeater,3-0
2022-12-02T23:42:33.425+00:00,ToughLoveGauntlet090,-4,Alexa,BOOSTIOOOOOOOOO,1-3
2022-12-02T23:42:33.429+00:00,ToughLoveGauntlet090,-4,Wiltonlaws,BlueicyDasani,3-2
2022-12-02T23:42:33.433+00:00,ToughLoveGauntlet090,-5,BOOSTIOOOOOOOOO,Wiltonlaws,0-3
2022-12-02T23:42:33.438+00:00,ToughLoveGauntlet090,-6,TableLol,Wiltonlaws,3-1
2022-12-02T23:42:33.442+00:00,ToughLoveGauntlet090,5,fredruary,TableLol,3-2
2022-12-10T06:32:14.604+07:00,ToughLoveGauntlet091,1,Alexa,konkeydong119,0--1
2022-12-10T06:32:14.611+07:00,ToughLoveGauntlet091,1,Wiltonlaws,ricetime,2-0
2022-12-10T06:32:14.617+07:00,ToughLoveGauntlet091,1,cheeseeater,KevinKryptonite,2-0
2022-12-10T06:32:14.622+07:00,ToughLoveGauntlet091,1,Minerbeans69,pikachuprobably,2-0
2022-12-10T06:32:14.627+07:00,ToughLoveGauntlet091,1,BlueicyDasani,MrChimera,2-0
2022-12-10T06:32:14.631+07:00,ToughLoveGauntlet091,1,E_Sid,CRYTREGAMER,0-2
2022-12-10T06:32:14.635+07:00,ToughLoveGauntlet091,2,TableLol,Alexa,2-1
2022-12-10T06:32:14.640+07:00,ToughLoveGauntlet091,2,Wiltonlaws,cheeseeater,1-2
2022-12-10T06:32:14.645+07:00,ToughLoveGauntlet091,2,fredruary,Minerbeans69,2-0
2022-12-10T06:32:14.648+07:00,ToughLoveGauntlet091,2,BlueicyDasani,CRYTREGAMER,2-0
2022-12-10T06:32:14.652+07:00,ToughLoveGauntlet091,3,TableLol,cheeseeater,2-3
2022-12-10T06:32:14.656+07:00,ToughLoveGauntlet091,3,fredruary,BlueicyDasani,1-3
2022-12-10T06:32:14.660+07:00,ToughLoveGauntlet091,4,cheeseeater,BlueicyDasani,1-3
2022-12-10T06:32:14.663+07:00,ToughLoveGauntlet091,-1,ricetime,KevinKryptonite,0-2
2022-12-10T06:32:14.668+07:00,ToughLoveGauntlet091,-1,MrChimera,E_Sid,0-2
2022-12-10T06:32:14.672+07:00,ToughLoveGauntlet091,-2,CRYTREGAMER,konkeydong119,
2022-12-10T06:32:14.676+07:00,ToughLoveGauntlet091,-2,Minerbeans69,KevinKryptonite,2-0
2022-12-10T06:32:14.681+07:00,ToughLoveGauntlet091,-2,Wiltonlaws,pikachuprobably,2-1
2022-12-10T06:32:14.685+07:00,ToughLoveGauntlet091,-2,Alexa,E_Sid,2-0
2022-12-10T06:32:14.688+07:00,ToughLoveGauntlet091,-3,CRYTREGAMER,Minerbeans69,0-3
2022-12-10T06:32:14.693+07:00,ToughLoveGauntlet091,-3,Wiltonlaws,Alexa,3-0
2022-12-10T06:32:14.696+07:00,ToughLoveGauntlet091,-4,TableLol,Minerbeans69,3-2
2022-12-10T06:32:14.700+07:00,ToughLoveGauntlet091,-4,fredruary,Wiltonlaws,0-3
2022-12-10T06:32:14.704+07:00,ToughLoveGauntlet091,-5,TableLol,Wiltonlaws,2-3
2022-12-10T06:32:14.707+07:00,ToughLoveGauntlet091,-6,cheeseeater,Wiltonlaws,3-0
2022-12-10T06:32:14.712+07:00,ToughLoveGauntlet091,5,BlueicyDasani,cheeseeater,3-0
2022-12-24T06:39:59.784+07:00,ToughLoveGauntlet092,1,Minerbeans69,Momki,0-2
2022-12-24T06:39:59.790+07:00,ToughLoveGauntlet092,1,Wiltonlaws,KevinKryptonite,2-1
