date,tournament,round,player_1,player_2,score
2021-12-25T02:29:22.185+03:00,ToughLoveGauntlet046,2,thisIsNOTMeep,SquidSlash (Groovy Lobster #1766),3-0
2021-12-25T02:29:22.192+03:00,ToughLoveGauntlet046,2,ESGR (Sturdy Lemon #7871),Askadoodle,2-3
2021-12-25T02:29:22.196+03:00,ToughLoveGauntlet046,3,Wiltonlaws,Aqua Fortis (Hard Eggplant#2841),1-3
2021-12-25T02:29:22.201+03:00,ToughLoveGauntlet046,3,thisIsNOTMeep,Askadoodle,0-3
2021-12-25T02:29:22.205+03:00,ToughLoveGauntlet046,4,Aqua Fortis (Hard Eggplant#2841),Askadoodle,2-3
2021-12-25T02:29:22.209+03:00,ToughLoveGauntlet046,-1,ESGR (Sturdy Lemon #7871),ifipaan,3-0
2021-12-25T02:29:22.213+03:00,ToughLoveGauntlet046,-1,TableLol,Curry_Man,3-0
2021-12-25T02:29:22.217+03:00,ToughLoveGauntlet046,-1,Pur3Boii,Mirdas,3-1
2021-12-25T02:29:22.221+03:00,ToughLoveGauntlet046,-2,SquidSlash (Groovy Lobster #1766),ESGR (Sturdy Lemon #7871),0-3
2021-12-25T02:29:22.225+03:00,ToughLoveGauntlet046,-2,TableLol,Pur3Boii,2-3
2021-12-25T02:29:22.229+03:00,ToughLoveGauntlet046,-3,Wiltonlaws,ESGR (Sturdy Lemon #7871),2-3
2021-12-25T02:29:22.233+03:00,ToughLoveGauntlet046,-3,thisIsNOTMeep,Pur3Boii,2-3
2021-12-25T02:29:22.236+03:00,ToughLoveGauntlet046,-4,ESGR (Sturdy Lemon #7871),Pur3Boii,3-0
2021-12-25T02:29:22.240+03:00,ToughLoveGauntlet046,-5,Aqua Fortis (Hard Eggplant#2841),ESGR (Sturdy Lemon #7871),3-1
2021-12-25T02:29:22.243+03:00,ToughLoveGauntlet046,5,Askadoodle,Aqua Fortis (Hard Eggplant#2841),0-3
2021-12-25T02:29:22.247+03:00,ToughLoveGauntlet046,5,Aqua Fortis (Hard Eggplant#2841),Askadoodle,3-0
2022-01-08T00:32:08.231+01:00,ToughLoveGauntlet047,1,Mirdas,DankRavioli,2-0
2022-01-08T00:32:08.246+01:00,ToughLoveGauntlet047,2,Wiltonlaws,Mirdas,2-0
2022-01-08T00:32:08.255+01:00,ToughLoveGauntlet047,2,E_Sid,TableLol,0-2
2022-01-08T00:32:08.264+01:00,ToughLoveGauntlet047,2,ESGR (Sturdy Lemon #7871),Askadoodle,2-0
2022-01-08T00:32:08.269+01:00,ToughLoveGauntlet047,2,Astrian,cheeseeater,2-0
2022-01-08T00:32:08.275+01:00,ToughLoveGauntlet047,2,SWAG | Waddle,DabsR,1-2
2022-01-08T00:32:08.279+01:00,ToughLoveGauntlet047,2,Pur3Boii,SquidSlash (Groovy Lobster #1766),2-1
2022-01-08T00:32:08.284+01:00,ToughLoveGauntlet047,2,Aqua Fortis (Hard Eggplant#2841),DEMIURGE_6606,2-0
2022-01-08T00:32:08.291+01:00,ToughLoveGauntlet047,2,pikachuprobably,Friggis1,2-0
2022-01-08T00:32:08.296+01:00,ToughLoveGauntlet047,3,Wiltonlaws,TableLol,0-2
2022-01-08T00:32:08.310+01:00,ToughLoveGauntlet047,3,ESGR (Sturdy Lemon #7871),Astrian,0-2
2022-01-08T00:32:08.324+01:00,ToughLoveGauntlet047,3,DabsR,Pur3Boii,1-2
2022-01-08T00:32:08.335+01:00,ToughLoveGauntlet047,3,Aqua Fortis (Hard Eggplant#2841),pikachuprobably,2-0
2022-01-08T00:32:08.347+01:00,ToughLoveGauntlet047,4,TableLol,Astrian,3-1
2022-01-08T00:32:08.361+01:00,ToughLoveGauntlet047,4,Pur3Boii,Aqua Fortis (Hard Eggplant#2841),-1-0
2022-01-08T00:32:08.367+01:00,ToughLoveGauntlet047,5,TableLol,Aqua Fortis (Hard Eggplant#2841),1-3
2022-01-08T00:32:08.375+01:00,ToughLoveGauntlet047,-1,Friggis1,DankRavioli,2-0
2022-01-08T00:32:08.380+01:00,ToughLoveGauntlet047,-2,DEMIURGE_6606,Friggis1,1-2
2022-01-08T00:32:08.388+01:00,ToughLoveGauntlet047,-2,SquidSlash (Groovy Lobster #1766),SWAG | Waddle,0-2
2022-01-08T00:32:08.397+01:00,ToughLoveGauntlet047,-2,cheeseeater,Askadoodle,2-0
2022-01-08T00:32:08.401+01:00,ToughLoveGauntlet047,-2,E_Sid,Mirdas,2-1
2022-01-08T00:32:08.406+01:00,ToughLoveGauntlet047,-3,ESGR (Sturdy Lemon #7871),Friggis1,2-0
2022-01-08T00:32:08.412+01:00,ToughLoveGauntlet047,-3,Wiltonlaws,SWAG | Waddle,2-0
2022-01-08T00:32:08.419+01:00,ToughLoveGauntlet047,-3,pikachuprobably,cheeseeater,2-0
2022-01-08T00:32:08.427+01:00,ToughLoveGauntlet047,-3,DabsR,E_Sid,0-2
2022-01-08T00:32:08.432+01:00,ToughLoveGauntlet047,-4,ESGR (Sturdy Lemon #7871),Wiltonlaws,1-3
2022-01-08T00:32:08.438+01:00,ToughLoveGauntlet047,-4,pikachuprobably,E_Sid,3-0
2022-01-08T00:32:08.446+01:00,ToughLoveGauntlet047,-5,Pur3Boii,Wiltonlaws,0-3
2022-01-08T00:32:08.454+01:00,ToughLoveGauntlet047,-5,Astrian,pikachuprobably,1-3
2022-01-08T00:32:08.465+01:00,ToughLoveGauntlet047,-6,Wiltonlaws,pikachuprobably,3-0
2022-01-08T00:32:08.494+01:00,ToughLoveGauntlet047,-7,TableLol,Wiltonlaws,3-0
2022-01-08T00:32:08.499+01:00,ToughLoveGauntlet047,6,Aqua Fortis (Hard Eggplant#2841),TableLol,1-3
2022-01-08T00:32:08.504+01:00,ToughLoveGauntlet047,6,TableLol,Aqua Fortis (Hard Eggplant#2841),3-2
2022-01-22T00:28:52.281+01:00,ToughLoveGauntlet048,1,icyal_XD (Groovy Ramen),caticubes,2-1
2022-01-22T00:28:52.289+01:00,ToughLoveGauntlet048,1,LemonKing,Zoi2006,2-0
2022-01-22T00:28:52.295+01:00,ToughLoveGauntlet048,1,SquidSlash (Groovy Lobster #1766),TheLambSaucelSNL,2-0
2022-01-22T00:28:52.300+01:00,ToughLoveGauntlet048,1,Horsin,DabsR,0-2
2022-01-22T00:28:52.304+01:00,ToughLoveGauntlet048,1,E_Sid,Teboar(Moldy Broccoli #4395),2-0
2022-01-22T00:28:52.308+01:00,ToughLoveGauntlet048,1,Juni,Mirdas,0-2
2022-01-22T00:28:52.313+01:00,ToughLoveGauntlet048,1,cheeseeater,RizCrow (Groovy Pancake #5831),2-1
2022-01-22T00:28:52.317+01:00,ToughLoveGauntlet048,2,Handsome_Phil,icyal_XD (Groovy Ramen),2-0
2022-01-22T00:28:52.322+01:00,ToughLoveGauntlet048,2,BlueicyDasani,Pur3Boii,0-2
2022-01-22T00:28:52.326+01:00,ToughLoveGauntlet048,2,TableLol,LemonKing,2-0
2022-01-22T00:28:52.331+01:00,ToughLoveGauntlet048,2,Askadoodle,SquidSlash (Groovy Lobster #1766),2-0
2022-01-22T00:28:52.335+01:00,ToughLoveGauntlet048,2,Wiltonlaws,DabsR,2-0
2022-01-22T00:28:52.339+01:00,ToughLoveGauntlet048,2,fredruary,E_Sid,2-0
2022-01-22T00:28:52.343+01:00,ToughLoveGauntlet048,2,SWAG | Waddle,Mirdas,2-1
2022-01-22T00:28:52.347+01:00,ToughLoveGauntlet048,2,pikachuprobably,cheeseeater,2-1
2022-01-22T00:28:52.352+01:00,ToughLoveGauntlet048,3,Handsome_Phil,Pur3Boii,2-1
2022-01-22T00:28:52.358+01:00,ToughLoveGauntlet048,3,TableLol,Askadoodle,0-2
2022-01-22T00:28:52.363+01:00,ToughLoveGauntlet048,3,Wiltonlaws,fredruary,1-2
2022-01-22T00:28:52.367+01:00,ToughLoveGauntlet048,3,SWAG | Waddle,pikachuprobably,2-1
2022-01-22T00:28:52.371+01:00,ToughLoveGauntlet048,4,Handsome_Phil,Askadoodle,3-0
2022-01-22T00:28:52.376+01:00,ToughLoveGauntlet048,4,fredruary,SWAG | Waddle,3-1
2022-01-22T00:28:52.380+01:00,ToughLoveGauntlet048,5,Handsome_Phil,fredruary,3-0
2022-01-22T00:28:52.384+01:00,ToughLoveGauntlet048,-1,cheeseeater,caticubes,2-0
2022-01-22T00:28:52.389+01:00,ToughLoveGauntlet048,-1,E_Sid,Zoi2006,2-0
2022-01-22T00:28:52.394+01:00,ToughLoveGauntlet048,-1,DabsR,TheLambSaucelSNL,2-0
2022-01-22T00:28:52.398+01:00,ToughLoveGauntlet048,-1,SquidSlash (Groovy Lobster #1766),Horsin,2-0
2022-01-22T00:28:52.403+01:00,ToughLoveGauntlet048,-1,LemonKing,Teboar(Moldy Broccoli #4395),2-0
2022-01-22T00:28:52.407+01:00,ToughLoveGauntlet048,-1,BlueicyDasani,Juni,2-0
2022-01-22T00:28:52.412+01:00,ToughLoveGauntlet048,-1,icyal_XD (Groovy Ramen),RizCrow (Groovy Pancake #5831),0-2
2022-01-22T00:28:52.416+01:00,ToughLoveGauntlet048,-2,Mirdas,cheeseeater,0-2
2022-01-22T00:28:52.421+01:00,ToughLoveGauntlet048,-2,E_Sid,DabsR,2-1
2022-01-22T00:28:52.425+01:00,ToughLoveGauntlet048,-2,SquidSlash (Groovy Lobster #1766),LemonKing,0-2
2022-01-22T00:28:52.430+01:00,ToughLoveGauntlet048,-2,BlueicyDasani,RizCrow (Groovy Pancake #5831),2-0
2022-01-22T00:28:52.435+01:00,ToughLoveGauntlet048,-3,TableLol,cheeseeater,2-0
2022-01-22T00:28:52.439+01:00,ToughLoveGauntlet048,-3,Pur3Boii,E_Sid,2-1
2022-01-22T00:28:52.443+01:00,ToughLoveGauntlet048,-3,pikachuprobably,LemonKing,2-0
2022-01-22T00:28:52.448+01:00,ToughLoveGauntlet048,-3,Wiltonlaws,BlueicyDasani,2-1
2022-01-22T00:28:52.452+01:00,ToughLoveGauntlet048,-4,TableLol,Pur3Boii,2-3
2022-01-22T00:28:52.456+01:00,ToughLoveGauntlet048,-4,pikachuprobably,Wiltonlaws,0-3
2022-01-22T00:28:52.461+01:00,ToughLoveGauntlet048,-5,SWAG | Waddle,Pur3Boii,3-2
2022-01-22T00:28:52.465+01:00,ToughLoveGauntlet048,-5,Askadoodle,Wiltonlaws,2-3
2022-01-22T00:28:52.470+01:00,ToughLoveGauntlet048,-6,SWAG | Waddle,Wiltonlaws,3-2
2022-01-22T00:28:52.474+01:00,ToughLoveGauntlet048,-7,fredruary,SWAG | Waddle,3-1
2022-01-22T00:28:52.478+01:00,ToughLoveGauntlet048,6,Handsome_Phil,fredruary,3-0
2022-01-28T23:27:58.190+00:00,ToughLoveGauntlet049,1,Horsin,DabsR,0-2
2022-01-28T23:27:58.199+00:00,ToughLoveGauntlet049,1,BlueicyDasani,MOOGINTRANE,2-0
2022-01-28T23:27:58.204+00:00,ToughLoveGauntlet049,1,Pur3Boii,Teboar(Moldy Broccoli #4395),2-0
2022-01-28T23:27:58.211+00:00,ToughLoveGauntlet049,1,cheeseeater,icyal_XD (Groovy Ramen),2-0
2022-01-28T23:27:58.218+00:00,ToughLoveGauntlet049,1,kaywayz,Mirdas,2-1
2022-01-28T23:27:58.225+00:00,ToughLoveGauntlet049,1,ParadoxSSF2,Zoi2006,2-0
2022-01-28T23:27:58.230+00:00,ToughLoveGauntlet049,1,E_Sid,RizCrow (Groovy Pancake #5831),0-2
2022-01-28T23:27:58.238+00:00,ToughLoveGauntlet049,1,SquidSlash (Groovy Lobster #1766),Juni,2-0
2022-01-28T23:27:58.248+00:00,ToughLoveGauntlet049,1,LemonKing,yewt,2-0
2022-01-28T23:27:58.254+00:00,ToughLoveGauntlet049,2,YC | YungDab,DabsR,2-1
2022-01-28T23:27:58.260+00:00,ToughLoveGauntlet049,2,BlueicyDasani,Pur3Boii,2-1
2022-01-28T23:27:58.266+00:00,ToughLoveGauntlet049,2,Rose,cheeseeater,2-0
2022-01-28T23:27:58.271+00:00,ToughLoveGauntlet049,2,Askadoodle,kaywayz,2-0
2022-01-28T23:27:58.277+00:00,ToughLoveGauntlet049,2,Wiltonlaws,ParadoxSSF2,2-0
2022-01-28T23:27:58.282+00:00,ToughLoveGauntlet049,2,pikachuprobably,RizCrow (Groovy Pancake #5831),2-1
2022-01-28T23:27:58.289+00:00,ToughLoveGauntlet049,2,SWAG | Waddle,SquidSlash (Groovy Lobster #1766),2-0
2022-01-28T23:27:58.298+00:00,ToughLoveGauntlet049,2,TableLol,LemonKing,2-1
2022-01-28T23:27:58.304+00:00,ToughLoveGauntlet049,3,YC | YungDab,BlueicyDasani,2-0
2022-01-28T23:27:58.311+00:00,ToughLoveGauntlet049,3,Rose,Askadoodle,2-1
2022-01-28T23:27:58.320+00:00,ToughLoveGauntlet049,3,Wiltonlaws,pikachuprobably,2-0
2022-01-28T23:27:58.326+00:00,ToughLoveGauntlet049,3,SWAG | Waddle,TableLol,2-1
2022-01-28T23:27:58.332+00:00,ToughLoveGauntlet049,4,YC | YungDab,Rose,3-2
2022-01-28T23:27:58.338+00:00,ToughLoveGauntlet049,4,Wiltonlaws,SWAG | Waddle,3-1
2022-01-28T23:27:58.344+00:00,ToughLoveGauntlet049,5,YC | YungDab,Wiltonlaws,3-2
2022-01-28T23:27:58.351+00:00,ToughLoveGauntlet049,-1,MOOGINTRANE,Teboar(Moldy Broccoli #4395),0-2
2022-01-28T23:27:58.357+00:00,ToughLoveGauntlet049,-2,LemonKing,Horsin,2-0
2022-01-28T23:27:58.365+00:00,ToughLoveGauntlet049,-2,SquidSlash (Groovy Lobster #1766),Teboar(Moldy Broccoli #4395),2-0
2022-01-28T23:27:58.373+00:00,ToughLoveGauntlet049,-2,RizCrow (Groovy Pancake #5831),icyal_XD (Groovy Ramen),2-0
2022-01-28T23:27:58.379+00:00,ToughLoveGauntlet049,-2,ParadoxSSF2,Mirdas,0-2
2022-01-28T23:27:58.385+00:00,ToughLoveGauntlet049,-2,kaywayz,Zoi2006,2-0
2022-01-28T23:27:58.390+00:00,ToughLoveGauntlet049,-2,cheeseeater,E_Sid,2-1
2022-01-28T23:27:58.395+00:00,ToughLoveGauntlet049,-2,Pur3Boii,Juni,2-0
2022-01-28T23:27:58.401+00:00,ToughLoveGauntlet049,-2,DabsR,yewt,2-0
2022-01-28T23:27:58.406+00:00,ToughLoveGauntlet049,-3,LemonKing,SquidSlash (Groovy Lobster #1766),2-0
2022-01-28T23:27:58.412+00:00,ToughLoveGauntlet049,-3,RizCrow (Groovy Pancake #5831),Mirdas,1-2
2022-01-28T23:27:58.419+00:00,ToughLoveGauntlet049,-3,kaywayz,cheeseeater,0-2
2022-01-28T23:27:58.425+00:00,ToughLoveGauntlet049,-3,Pur3Boii,DabsR,2-0
2022-01-28T23:27:58.430+00:00,ToughLoveGauntlet049,-4,Askadoodle,LemonKing,3-1
2022-01-28T23:27:58.436+00:00,ToughLoveGauntlet049,-4,BlueicyDasani,Mirdas,3-1
2022-01-28T23:27:58.441+00:00,ToughLoveGauntlet049,-4,TableLol,cheeseeater,3-1
2022-01-28T23:27:58.446+00:00,ToughLoveGauntlet049,-4,pikachuprobably,Pur3Boii,3-2
2022-01-28T23:27:58.451+00:00,ToughLoveGauntlet049,-5,Askadoodle,BlueicyDasani,3-1
2022-01-28T23:27:58.457+00:00,ToughLoveGauntlet049,-5,TableLol,pikachuprobably,3-1
2022-01-28T23:27:58.463+00:00,ToughLoveGauntlet049,-6,SWAG | Waddle,Askadoodle,3-2
2022-01-28T23:27:58.468+00:00,ToughLoveGauntlet049,-6,Rose,TableLol,3-0
2022-01-28T23:27:58.474+00:00,ToughLoveGauntlet049,-7,SWAG | Waddle,Rose,0-3
2022-01-28T23:27:58.480+00:00,ToughLoveGauntlet049,-8,Wiltonlaws,Rose,3-2
2022-01-28T23:27:58.486+00:00,ToughLoveGauntlet049,6,YC | YungDab,Wiltonlaws,2-3
2022-01-28T23:27:58.493+00:00,ToughLoveGauntlet049,6,Wiltonlaws,YC | YungDab,3-2
2022-02-04T18:34:24.967-05:00,ToughLoveGauntlet050,1,PowerChicken,yewt,1-2
2022-02-04T18:34:24.972-05:00,ToughLoveGauntlet050,1,SeylarPook,rubarito,0-1
2022-02-04T18:34:24.976-05:00,ToughLoveGauntlet050,1,ifipaan,ToonS_FGC,1-2
2022-02-04T18:34:24.980-05:00,ToughLoveGauntlet050,2,YC | YungDab,yewt,2-0
2022-02-04T18:34:24.984-05:00,ToughLoveGauntlet050,2,DabsR,E_Sid,1-2
2022-02-04T18:34:24.988-05:00,ToughLoveGauntlet050,2,Askadoodle,Cute Pizza #3057,2-0
2022-02-04T18:34:24.991-05:00,ToughLoveGauntlet050,2,ESGR (Sturdy Lemon #7871),Puzzlebox,2-0
2022-02-04T18:34:24.995-05:00,ToughLoveGauntlet050,2,Rose,Coherek,2-0
2022-02-04T18:34:24.998-05:00,ToughLoveGauntlet050,2,pikachuprobably,kaywayz,2-0
2022-02-04T18:34:25.003-05:00,ToughLoveGauntlet050,2,SWAG | Waddle,Teboar(Moldy Broccoli #4395),2-0
2022-02-04T18:34:25.009-05:00,ToughLoveGauntlet050,2,cheeseeater,Fehren,2-1
2022-02-04T18:34:25.014-05:00,ToughLoveGauntlet050,2,Wiltonlaws,rubarito,2-0
2022-02-04T18:34:25.018-05:00,ToughLoveGauntlet050,2,NB_IRun,SquidSlash (Groovy Lobster #1766),2-0
2022-02-04T18:34:25.022-05:00,ToughLoveGauntlet050,2,busydon,Horsin,2-1
2022-02-04T18:34:25.026-05:00,ToughLoveGauntlet050,2,BlueicyDasani,luma07,2-0
2022-02-04T18:34:25.030-05:00,ToughLoveGauntlet050,2,WillMeepPlay?,ToonS_FGC,2-0
2022-02-04T18:34:25.034-05:00,ToughLoveGauntlet050,2,TrunksEsp,RizCrow (Groovy Pancake #5831),2-0
2022-02-04T18:34:25.038-05:00,ToughLoveGauntlet050,2,Aqua Fortis (Hard Eggplant#2841),icyal_XD (Groovy Ramen),2-0
2022-02-04T18:34:25.043-05:00,ToughLoveGauntlet050,2,TableLol,Blaze%,2-0
2022-02-04T18:34:25.047-05:00,ToughLoveGauntlet050,3,YC | YungDab,E_Sid,2-0
2022-02-04T18:34:25.051-05:00,ToughLoveGauntlet050,3,Askadoodle,ESGR (Sturdy Lemon #7871),2-0
2022-02-04T18:34:25.055-05:00,ToughLoveGauntlet050,3,Rose,pikachuprobably,0--1
2022-02-04T18:34:25.059-05:00,ToughLoveGauntlet050,3,SWAG | Waddle,cheeseeater,2-0
2022-02-04T18:34:25.064-05:00,ToughLoveGauntlet050,3,Wiltonlaws,NB_IRun,2-0
2022-02-04T18:34:25.068-05:00,ToughLoveGauntlet050,3,busydon,BlueicyDasani,1-2
2022-02-04T18:34:25.072-05:00,ToughLoveGauntlet050,3,WillMeepPlay?,TrunksEsp,2-1
2022-02-04T18:34:25.076-05:00,ToughLoveGauntlet050,3,Aqua Fortis (Hard Eggplant#2841),TableLol,1-2
2022-02-04T18:34:25.080-05:00,ToughLoveGauntlet050,4,YC | YungDab,Askadoodle,2-1
2022-02-04T18:34:25.084-05:00,ToughLoveGauntlet050,4,Rose,SWAG | Waddle,2-0
2022-02-04T18:34:25.089-05:00,ToughLoveGauntlet050,4,Wiltonlaws,BlueicyDasani,2-1
2022-02-04T18:34:25.093-05:00,ToughLoveGauntlet050,4,WillMeepPlay?,TableLol,-1-0
2022-02-04T18:34:25.097-05:00,ToughLoveGauntlet050,5,YC | YungDab,Rose,3-0
2022-02-04T18:34:25.101-05:00,ToughLoveGauntlet050,5,Wiltonlaws,TableLol,2-3
2022-02-04T18:34:25.105-05:00,ToughLoveGauntlet050,6,YC | YungDab,TableLol,2-3
2022-02-04T18:34:25.110-05:00,ToughLoveGauntlet050,-1,Blaze%,PowerChicken,2-0
2022-02-04T18:34:25.115-05:00,ToughLoveGauntlet050,-1,Fehren,SeylarPook,2-0
2022-02-04T18:34:25.119-05:00,ToughLoveGauntlet050,-1,Puzzlebox,ifipaan,2-0
2022-02-04T18:34:25.124-05:00,ToughLoveGauntlet050,-2,icyal_XD (Groovy Ramen),Blaze%,0-2
2022-02-04T18:34:25.129-05:00,ToughLoveGauntlet050,-2,RizCrow (Groovy Pancake #5831),ToonS_FGC,2-1
2022-02-04T18:34:25.134-05:00,ToughLoveGauntlet050,-2,luma07,Horsin,2-0
2022-02-04T18:34:25.140-05:00,ToughLoveGauntlet050,-2,SquidSlash (Groovy Lobster #1766),rubarito,0-2
2022-02-04T18:34:25.145-05:00,ToughLoveGauntlet050,-2,Teboar(Moldy Broccoli #4395),Fehren,1-2
2022-02-04T18:34:25.149-05:00,ToughLoveGauntlet050,-2,kaywayz,Coherek,0--1
2022-02-04T18:34:25.154-05:00,ToughLoveGauntlet050,-2,Cute Pizza #3057,Puzzlebox,1-2
2022-02-04T18:34:25.158-05:00,ToughLoveGauntlet050,-2,DabsR,yewt,2-1
2022-02-04T18:34:25.162-05:00,ToughLoveGauntlet050,-3,cheeseeater,Blaze%,1-2
2022-02-04T18:34:25.166-05:00,ToughLoveGauntlet050,-3,pikachuprobably,RizCrow (Groovy Pancake #5831),2-0
2022-02-04T18:34:25.170-05:00,ToughLoveGauntlet050,-3,ESGR (Sturdy Lemon #7871),luma07,2-0
2022-02-04T18:34:25.174-05:00,ToughLoveGauntlet050,-3,E_Sid,rubarito,1-2
2022-02-04T18:34:25.178-05:00,ToughLoveGauntlet050,-3,Aqua Fortis (Hard Eggplant#2841),Fehren,2-0
2022-02-04T18:34:25.182-05:00,ToughLoveGauntlet050,-3,TrunksEsp,kaywayz,2-1
2022-02-04T18:34:25.187-05:00,ToughLoveGauntlet050,-3,busydon,Puzzlebox,2-0
2022-02-04T18:34:25.191-05:00,ToughLoveGauntlet050,-3,NB_IRun,DabsR,1-2
2022-02-04T18:34:25.195-05:00,ToughLoveGauntlet050,-4,Blaze%,pikachuprobably,0--1
2022-02-04T18:34:25.199-05:00,ToughLoveGauntlet050,-4,ESGR (Sturdy Lemon #7871),rubarito,2-0
2022-02-04T18:34:25.203-05:00,ToughLoveGauntlet050,-4,Aqua Fortis (Hard Eggplant#2841),TrunksEsp,2-0
2022-02-04T18:34:25.207-05:00,ToughLoveGauntlet050,-4,busydon,DabsR,2-1
2022-02-04T18:34:25.211-05:00,ToughLoveGauntlet050,-5,BlueicyDasani,Blaze%,2-3
2022-02-04T18:34:25.216-05:00,ToughLoveGauntlet050,-5,WillMeepPlay?,ESGR (Sturdy Lemon #7871),-1-0
2022-02-04T18:34:25.219-05:00,ToughLoveGauntlet050,-5,Askadoodle,Aqua Fortis (Hard Eggplant#2841),0-3
2022-02-04T18:34:25.224-05:00,ToughLoveGauntlet050,-5,SWAG | Waddle,busydon,3-0
2022-02-04T18:34:25.229-05:00,ToughLoveGauntlet050,-6,Blaze%,ESGR (Sturdy Lemon #7871),2-3
2022-02-04T18:34:25.233-05:00,ToughLoveGauntlet050,-6,Aqua Fortis (Hard Eggplant#2841),SWAG | Waddle,1-3
2022-02-04T18:34:25.236-05:00,ToughLoveGauntlet050,-7,Rose,ESGR (Sturdy Lemon #7871),3-1
2022-02-04T18:34:25.240-05:00,ToughLoveGauntlet050,-7,Wiltonlaws,SWAG | Waddle,0-3
2022-02-04T18:34:25.243-05:00,ToughLoveGauntlet050,-8,Rose,SWAG | Waddle,3-2
2022-02-04T18:34:25.247-05:00,ToughLoveGauntlet050,-9,YC | YungDab,Rose,3-1
2022-02-04T18:34:25.250-05:00,ToughLoveGauntlet050,7,TableLol,YC | YungDab,3-0
2022-02-12T07:30:07.921+08:00,ToughLoveGauntlet051,1,SquidSlash (Groovy Lobster #1766),Cute Pizza #3057,-1-0
2022-02-12T07:30:07.929+08:00,ToughLoveGauntlet051,1,Puzzlebox,ifipaan,2-1
2022-02-12T07:30:07.933+08:00,ToughLoveGauntlet051,1,TrunksEsp,SeylarPook,2-0
2022-02-12T07:30:07.937+08:00,ToughLoveGauntlet051,1,Horsin,icyal_XD (Groovy Ramen),1-2
2022-02-12T07:30:07.941+08:00,ToughLoveGauntlet051,1,E_Sid,Webtho,1-2
2022-02-12T07:30:07.945+08:00,ToughLoveGauntlet051,1,lemongaming420,PowerChicken,1-2
2022-02-12T07:30:07.949+08:00,ToughLoveGauntlet051,1,cheeseeater,GalacticBounty (Sexy Pizza #7372),2-0
2022-02-12T07:30:07.953+08:00,ToughLoveGauntlet051,2,The_Grum,Cute Pizza #3057,2-1
2022-02-12T07:30:07.956+08:00,ToughLoveGauntlet051,2,fredruary,pikachuprobably,2-0
2022-02-12T07:30:07.960+08:00,ToughLoveGauntlet051,2,Blaze%,Puzzlebox,0-2
2022-02-12T07:30:07.964+08:00,ToughLoveGauntlet051,2,Pur3Boii,TrunksEsp,2-0
2022-02-12T07:30:07.967+08:00,ToughLoveGauntlet051,2,Askadoodle,icyal_XD (Groovy Ramen),2-0
2022-02-12T07:30:07.971+08:00,ToughLoveGauntlet051,2,BlueicyDasani,Webtho,2-0
2022-02-12T07:30:07.975+08:00,ToughLoveGauntlet051,2,SWAG | Waddle,PowerChicken,2-0
2022-02-12T07:30:07.978+08:00,ToughLoveGauntlet051,2,ESGR (Sturdy Lemon #7871),cheeseeater,2-1
2022-02-12T07:30:07.982+08:00,ToughLoveGauntlet051,3,The_Grum,fredruary,2-0
2022-02-12T07:30:07.986+08:00,ToughLoveGauntlet051,3,Puzzlebox,Pur3Boii,1-2
2022-02-12T07:30:07.990+08:00,ToughLoveGauntlet051,3,Askadoodle,BlueicyDasani,2-0
2022-02-12T07:30:07.994+08:00,ToughLoveGauntlet051,3,SWAG | Waddle,ESGR (Sturdy Lemon #7871),0-2
2022-02-12T07:30:07.997+08:00,ToughLoveGauntlet051,4,The_Grum,Pur3Boii,3-1
2022-02-12T07:30:08.001+08:00,ToughLoveGauntlet051,4,Askadoodle,ESGR (Sturdy Lemon #7871),3-2
2022-02-12T07:30:08.005+08:00,ToughLoveGauntlet051,5,The_Grum,Askadoodle,2-3
2022-02-12T07:30:08.009+08:00,ToughLoveGauntlet051,-1,cheeseeater,SquidSlash (Groovy Lobster #1766),2-0
2022-02-12T07:30:08.013+08:00,ToughLoveGauntlet051,-1,Webtho,ifipaan,2-0
2022-02-12T07:30:08.017+08:00,ToughLoveGauntlet051,-1,icyal_XD (Groovy Ramen),SeylarPook,0--1
2022-02-12T07:30:08.022+08:00,ToughLoveGauntlet051,-1,TrunksEsp,Horsin,2-0
2022-02-12T07:30:08.026+08:00,ToughLoveGauntlet051,-1,Blaze%,E_Sid,2-0
2022-02-12T07:30:08.030+08:00,ToughLoveGauntlet051,-1,pikachuprobably,lemongaming420,2-0
2022-02-12T07:30:08.034+08:00,ToughLoveGauntlet051,-1,Cute Pizza #3057,GalacticBounty (Sexy Pizza #7372),2-0
2022-02-12T07:30:08.038+08:00,ToughLoveGauntlet051,-2,PowerChicken,cheeseeater,0-2
2022-02-12T07:30:08.043+08:00,ToughLoveGauntlet051,-2,Webtho,icyal_XD (Groovy Ramen),2-0
2022-02-12T07:30:08.047+08:00,ToughLoveGauntlet051,-2,TrunksEsp,Blaze%,2-0
2022-02-12T07:30:08.052+08:00,ToughLoveGauntlet051,-2,pikachuprobably,Cute Pizza #3057,0-2
2022-02-12T07:30:08.056+08:00,ToughLoveGauntlet051,-3,Puzzlebox,cheeseeater,0-2
2022-02-12T07:30:08.061+08:00,ToughLoveGauntlet051,-3,fredruary,Webtho,2-0
2022-02-12T07:30:08.066+08:00,ToughLoveGauntlet051,-3,SWAG | Waddle,TrunksEsp,2-0
2022-02-12T07:30:08.070+08:00,ToughLoveGauntlet051,-3,BlueicyDasani,Cute Pizza #3057,2-0
