date,tournament,round,player_1,player_2,score
2022-02-12T07:30:08.075+08:00,ToughLoveGauntlet051,-4,cheeseeater,fredruary,3-2
2022-02-12T07:30:08.081+08:00,ToughLoveGauntlet051,-4,SWAG | Waddle,BlueicyDasani,3-2
2022-02-12T07:30:08.089+08:00,ToughLoveGauntlet051,-5,ESGR (Sturdy Lemon #7871),cheeseeater,3-2
2022-02-12T07:30:08.095+08:00,ToughLoveGauntlet051,-5,Pur3Boii,SWAG | Waddle,0-3
2022-02-12T07:30:08.100+08:00,ToughLoveGauntlet051,-6,ESGR (Sturdy Lemon #7871),SWAG | Waddle,3-0
2022-02-12T07:30:08.104+08:00,ToughLoveGauntlet051,-7,The_Grum,ESGR (Sturdy Lemon #7871),0-3
2022-02-12T07:30:08.109+08:00,ToughLoveGauntlet051,6,Askadoodle,ESGR (Sturdy Lemon #7871),1-3
2022-02-12T07:30:08.114+08:00,ToughLoveGauntlet051,6,ESGR (Sturdy Lemon #7871),Askadoodle,2-3
2022-02-18T17:35:07.047-06:00,ToughLoveGauntlet052,1,Cute Pizza #3057,lemongaming420,0-2
2022-02-18T17:35:07.054-06:00,ToughLoveGauntlet052,2,YC | YungDab,lemongaming420,2-0
2022-02-18T17:35:07.059-06:00,ToughLoveGauntlet052,2,cheeseeater,TrunksEsp,2-0
2022-02-18T17:35:07.064-06:00,ToughLoveGauntlet052,2,ESGR (Sturdy Lemon #7871),Horsin,2-0
2022-02-18T17:35:07.070-06:00,ToughLoveGauntlet052,2,Askadoodle,SquidSlash (Groovy Lobster #1766),2-1
2022-02-18T17:35:07.075-06:00,ToughLoveGauntlet052,2,Wiltonlaws,icyal_XD (Groovy Ramen),2-0
2022-02-18T17:35:07.080-06:00,ToughLoveGauntlet052,2,E_Sid,NB_IRun,1-2
2022-02-18T17:35:07.084-06:00,ToughLoveGauntlet052,2,SWAG | Waddle,Mirdas,1-2
2022-02-18T17:35:07.088-06:00,ToughLoveGauntlet052,2,BlueicyDasani,Xenobiaaa,2-0
2022-02-18T17:35:07.092-06:00,ToughLoveGauntlet052,3,YC | YungDab,cheeseeater,2-0
2022-02-18T17:35:07.097-06:00,ToughLoveGauntlet052,3,ESGR (Sturdy Lemon #7871),Askadoodle,1-2
2022-02-18T17:35:07.121-06:00,ToughLoveGauntlet052,3,Wiltonlaws,NB_IRun,2-0
2022-02-18T17:35:07.127-06:00,ToughLoveGauntlet052,3,Mirdas,BlueicyDasani,0-2
2022-02-18T17:35:07.136-06:00,ToughLoveGauntlet052,4,YC | YungDab,Askadoodle,3-0
2022-02-18T17:35:07.141-06:00,ToughLoveGauntlet052,4,Wiltonlaws,BlueicyDasani,3-0
2022-02-18T17:35:07.147-06:00,ToughLoveGauntlet052,5,YC | YungDab,Wiltonlaws,3-2
2022-02-18T17:35:07.154-06:00,ToughLoveGauntlet052,-1,Xenobiaaa,Cute Pizza #3057,0-2
2022-02-18T17:35:07.163-06:00,ToughLoveGauntlet052,-2,SWAG | Waddle,Cute Pizza #3057,2-0
2022-02-18T17:35:07.168-06:00,ToughLoveGauntlet052,-2,E_Sid,icyal_XD (Groovy Ramen),0--1
2022-02-18T17:35:07.178-06:00,ToughLoveGauntlet052,-2,SquidSlash (Groovy Lobster #1766),Horsin,0-2
2022-02-18T17:35:07.184-06:00,ToughLoveGauntlet052,-2,TrunksEsp,lemongaming420,2-1
2022-02-18T17:35:07.189-06:00,ToughLoveGauntlet052,-3,ESGR (Sturdy Lemon #7871),SWAG | Waddle,0-2
2022-02-18T17:35:07.193-06:00,ToughLoveGauntlet052,-3,cheeseeater,E_Sid,2-1
2022-02-18T17:35:07.197-06:00,ToughLoveGauntlet052,-3,Mirdas,Horsin,2-0
2022-02-18T17:35:07.203-06:00,ToughLoveGauntlet052,-3,NB_IRun,TrunksEsp,0--1
2022-02-18T17:35:07.210-06:00,ToughLoveGauntlet052,-4,SWAG | Waddle,cheeseeater,3-2
2022-02-18T17:35:07.215-06:00,ToughLoveGauntlet052,-4,Mirdas,NB_IRun,0-3
2022-02-18T17:35:07.220-06:00,ToughLoveGauntlet052,-5,BlueicyDasani,SWAG | Waddle,2-3
2022-02-18T17:35:07.227-06:00,ToughLoveGauntlet052,-5,Askadoodle,NB_IRun,3-0
2022-02-18T17:35:07.232-06:00,ToughLoveGauntlet052,-6,SWAG | Waddle,Askadoodle,0-3
2022-02-18T17:35:07.236-06:00,ToughLoveGauntlet052,-7,Wiltonlaws,Askadoodle,3-2
2022-02-18T17:35:07.242-06:00,ToughLoveGauntlet052,6,YC | YungDab,Wiltonlaws,3-0
2022-03-04T23:28:56.189+00:00,ToughLoveGauntlet054,1,Coherek,TheLambSaucelSNL,2-0
2022-03-04T23:28:56.208+00:00,ToughLoveGauntlet054,1,Horsin,Teboar(Moldy Broccoli #4395),0-2
2022-03-04T23:28:56.228+00:00,ToughLoveGauntlet054,1,luma07,Cute Pizza #3057,0-2
2022-03-04T23:28:56.261+00:00,ToughLoveGauntlet054,1,icyal_XD (Groovy Ramen),Malekai05,2-0
2022-03-04T23:28:56.281+00:00,ToughLoveGauntlet054,2,ESGR (Sturdy Lemon #7871),Coherek,2-1
2022-03-04T23:28:56.302+00:00,ToughLoveGauntlet054,2,BlueicyDasani,E_Sid,2-0
2022-03-04T23:28:56.336+00:00,ToughLoveGauntlet054,2,fredruary,Teboar(Moldy Broccoli #4395),2-0
2022-03-04T23:28:56.362+00:00,ToughLoveGauntlet054,2,pikachuprobably,Puzzlebox,2-1
2022-03-04T23:28:56.380+00:00,ToughLoveGauntlet054,2,Askadoodle,Cute Pizza #3057,2-1
2022-03-04T23:28:56.401+00:00,ToughLoveGauntlet054,2,cheeseeater,ShyNinja,2-1
2022-03-04T23:28:56.412+00:00,ToughLoveGauntlet054,2,TableLol,icyal_XD (Groovy Ramen),2-1
2022-03-04T23:28:56.435+00:00,ToughLoveGauntlet054,2,Friggis1,DabsR,0-2
2022-03-04T23:28:56.455+00:00,ToughLoveGauntlet054,3,ESGR (Sturdy Lemon #7871),BlueicyDasani,2-1
2022-03-04T23:28:56.475+00:00,ToughLoveGauntlet054,3,fredruary,pikachuprobably,2-0
2022-03-04T23:28:56.501+00:00,ToughLoveGauntlet054,3,Askadoodle,cheeseeater,2-0
2022-03-04T23:28:56.517+00:00,ToughLoveGauntlet054,3,TableLol,DabsR,2-1
2022-03-04T23:28:56.536+00:00,ToughLoveGauntlet054,4,ESGR (Sturdy Lemon #7871),fredruary,3-0
2022-03-04T23:28:56.556+00:00,ToughLoveGauntlet054,4,Askadoodle,TableLol,3-2
2022-03-04T23:28:56.571+00:00,ToughLoveGauntlet054,5,ESGR (Sturdy Lemon #7871),Askadoodle,3-2
2022-03-04T23:28:56.580+00:00,ToughLoveGauntlet054,-1,Friggis1,TheLambSaucelSNL,1-2
2022-03-04T23:28:56.606+00:00,ToughLoveGauntlet054,-1,ShyNinja,Horsin,0-2
2022-03-04T23:28:56.617+00:00,ToughLoveGauntlet054,-1,Puzzlebox,luma07,2-1
2022-03-04T23:28:56.626+00:00,ToughLoveGauntlet054,-1,E_Sid,Malekai05,2-1
2022-03-04T23:28:56.640+00:00,ToughLoveGauntlet054,-2,icyal_XD (Groovy Ramen),TheLambSaucelSNL,420-69
2022-03-04T23:28:56.654+00:00,ToughLoveGauntlet054,-2,Cute Pizza #3057,Horsin,1-2
2022-03-04T23:28:56.660+00:00,ToughLoveGauntlet054,-2,Teboar(Moldy Broccoli #4395),Puzzlebox,1-2
2022-03-04T23:28:56.666+00:00,ToughLoveGauntlet054,-2,Coherek,E_Sid,0-2
2022-03-04T23:28:56.672+00:00,ToughLoveGauntlet054,-3,pikachuprobably,icyal_XD (Groovy Ramen),-1-0
2022-03-04T23:28:56.678+00:00,ToughLoveGauntlet054,-3,BlueicyDasani,Horsin,2-0
2022-03-04T23:28:56.686+00:00,ToughLoveGauntlet054,-3,DabsR,Puzzlebox,2-1
2022-03-04T23:28:56.693+00:00,ToughLoveGauntlet054,-3,cheeseeater,E_Sid,2-0
2022-03-04T23:28:56.707+00:00,ToughLoveGauntlet054,-4,icyal_XD (Groovy Ramen),BlueicyDasani,0-3
2022-03-04T23:28:56.716+00:00,ToughLoveGauntlet054,-4,DabsR,cheeseeater,0-3
2022-03-04T23:28:56.723+00:00,ToughLoveGauntlet054,-5,TableLol,BlueicyDasani,3-1
2022-03-04T23:28:56.735+00:00,ToughLoveGauntlet054,-5,fredruary,cheeseeater,3-1
2022-03-04T23:28:56.751+00:00,ToughLoveGauntlet054,-6,TableLol,fredruary,3-2
2022-03-04T23:28:56.762+00:00,ToughLoveGauntlet054,-7,Askadoodle,TableLol,3-1
2022-03-04T23:28:56.788+00:00,ToughLoveGauntlet054,6,ESGR (Sturdy Lemon #7871),Askadoodle,3-0
2022-03-11T20:33:18.352-03:00,ToughLoveGauntlet055,1,Zoi2006,SeylarPook,2-0
2022-03-11T20:33:18.357-03:00,ToughLoveGauntlet055,1,icyal_XD (Groovy Ramen),Sqeeky,0-2
2022-03-11T20:33:18.361-03:00,ToughLoveGauntlet055,1,lemongaming420,BOOSTIOOOOOOOOO,2-0
2022-03-11T20:33:18.365-03:00,ToughLoveGauntlet055,1,TheLambSaucelSNL,Callie_Rose (Tempting Melon #1537),2-0
2022-03-11T20:33:18.368-03:00,ToughLoveGauntlet055,1,Cute Pizza #3057,Null,2-0
2022-03-11T20:33:18.374-03:00,ToughLoveGauntlet055,2,Wiltonlaws,Zoi2006,2-1
2022-03-11T20:33:18.380-03:00,ToughLoveGauntlet055,2,Friggis1,E_Sid,0-2
2022-03-11T20:33:18.384-03:00,ToughLoveGauntlet055,2,Shivayne,Sqeeky,2-0
2022-03-11T20:33:18.388-03:00,ToughLoveGauntlet055,2,BlueicyDasani,lemongaming420,0-2
2022-03-11T20:33:18.392-03:00,ToughLoveGauntlet055,2,SWAG | Waddle,TheLambSaucelSNL,2-1
2022-03-11T20:33:18.398-03:00,ToughLoveGauntlet055,2,DabsR,NB_IRun,1-2
2022-03-11T20:33:18.402-03:00,ToughLoveGauntlet055,2,ESGR (Sturdy Lemon #7871),Cute Pizza #3057,2-0
2022-03-11T20:33:18.406-03:00,ToughLoveGauntlet055,2,cheeseeater,TrunksEsp,0--1
2022-03-11T20:33:18.410-03:00,ToughLoveGauntlet055,3,Wiltonlaws,E_Sid,2-0
2022-03-11T20:33:18.414-03:00,ToughLoveGauntlet055,3,Shivayne,lemongaming420,2-1
2022-03-11T20:33:18.418-03:00,ToughLoveGauntlet055,3,SWAG | Waddle,NB_IRun,2-0
2022-03-11T20:33:18.421-03:00,ToughLoveGauntlet055,3,ESGR (Sturdy Lemon #7871),cheeseeater,2-0
2022-03-11T20:33:18.424-03:00,ToughLoveGauntlet055,4,Wiltonlaws,Shivayne,0--1
2022-03-11T20:33:18.428-03:00,ToughLoveGauntlet055,4,SWAG | Waddle,ESGR (Sturdy Lemon #7871),3-1
2022-03-11T20:33:18.432-03:00,ToughLoveGauntlet055,5,Wiltonlaws,SWAG | Waddle,3-0
2022-03-11T20:33:18.436-03:00,ToughLoveGauntlet055,-1,TrunksEsp,SeylarPook,-1-0
2022-03-11T20:33:18.440-03:00,ToughLoveGauntlet055,-1,DabsR,icyal_XD (Groovy Ramen),2-0
2022-03-11T20:33:18.444-03:00,ToughLoveGauntlet055,-1,TheLambSaucelSNL,BOOSTIOOOOOOOOO,0-2
2022-03-11T20:33:18.447-03:00,ToughLoveGauntlet055,-1,BlueicyDasani,Callie_Rose (Tempting Melon #1537),2-0
2022-03-11T20:33:18.451-03:00,ToughLoveGauntlet055,-1,Friggis1,Null,2-0
2022-03-11T20:33:18.455-03:00,ToughLoveGauntlet055,-2,Cute Pizza #3057,SeylarPook,0--1
2022-03-11T20:33:18.461-03:00,ToughLoveGauntlet055,-2,DabsR,BOOSTIOOOOOOOOO,2-0
2022-03-11T20:33:18.465-03:00,ToughLoveGauntlet055,-2,Sqeeky,BlueicyDasani,0-2
2022-03-11T20:33:18.469-03:00,ToughLoveGauntlet055,-2,Zoi2006,Friggis1,1-2
2022-03-11T20:33:18.473-03:00,ToughLoveGauntlet055,-3,lemongaming420,Cute Pizza #3057,2-1
2022-03-11T20:33:18.477-03:00,ToughLoveGauntlet055,-3,E_Sid,DabsR,0-2
2022-03-11T20:33:18.481-03:00,ToughLoveGauntlet055,-3,cheeseeater,BlueicyDasani,0-2
2022-03-11T20:33:18.485-03:00,ToughLoveGauntlet055,-3,NB_IRun,Friggis1,2-1
2022-03-11T20:33:18.488-03:00,ToughLoveGauntlet055,-4,lemongaming420,DabsR,2-3
2022-03-11T20:33:18.491-03:00,ToughLoveGauntlet055,-4,BlueicyDasani,NB_IRun,3-0
2022-03-11T20:33:18.495-03:00,ToughLoveGauntlet055,-5,ESGR (Sturdy Lemon #7871),DabsR,3-2
2022-03-11T20:33:18.499-03:00,ToughLoveGauntlet055,-5,Shivayne,BlueicyDasani,-1-0
2022-03-11T20:33:18.502-03:00,ToughLoveGauntlet055,-6,ESGR (Sturdy Lemon #7871),BlueicyDasani,3-1
2022-03-11T20:33:18.506-03:00,ToughLoveGauntlet055,-7,SWAG | Waddle,ESGR (Sturdy Lemon #7871),3-0
2022-03-11T20:33:18.510-03:00,ToughLoveGauntlet055,6,Wiltonlaws,SWAG | Waddle,3-1
2022-03-18T18:37:10.511-04:00,ToughLoveGauntlet056,1,icyal_XD (Groovy Ramen),Cute Pizza #3057,2-0
2022-03-18T18:37:10.522-04:00,ToughLoveGauntlet056,2,Wiltonlaws,icyal_XD (Groovy Ramen),1-2
2022-03-18T18:37:10.532-04:00,ToughLoveGauntlet056,2,fredruary,pikachuprobably,2-0
2022-03-18T18:37:10.538-04:00,ToughLoveGauntlet056,2,Askadoodle,DabsR,1-2
2022-03-18T18:37:10.545-04:00,ToughLoveGauntlet056,2,BlueicyDasani,Mirdas,2-0
2022-03-18T18:37:10.551-04:00,ToughLoveGauntlet056,2,SWAG | Waddle,Puzzlebox,2-1
2022-03-18T18:37:10.557-04:00,ToughLoveGauntlet056,2,Shivayne,E_Sid,2-0
2022-03-18T18:37:10.563-04:00,ToughLoveGauntlet056,2,ESGR (Sturdy Lemon #7871),TrunksEsp,0--1
2022-03-18T18:37:10.569-04:00,ToughLoveGauntlet056,2,TableLol,cheeseeater,2-0
2022-03-18T18:37:10.576-04:00,ToughLoveGauntlet056,3,icyal_XD (Groovy Ramen),fredruary,2-1
2022-03-18T18:37:10.584-04:00,ToughLoveGauntlet056,3,DabsR,BlueicyDasani,0-2
2022-03-18T18:37:10.589-04:00,ToughLoveGauntlet056,3,SWAG | Waddle,Shivayne,2-0
2022-03-18T18:37:10.595-04:00,ToughLoveGauntlet056,3,ESGR (Sturdy Lemon #7871),TableLol,1-2
2022-03-18T18:37:10.601-04:00,ToughLoveGauntlet056,4,icyal_XD (Groovy Ramen),BlueicyDasani,0-3
2022-03-18T18:37:10.615-04:00,ToughLoveGauntlet056,4,SWAG | Waddle,TableLol,3-2
2022-03-18T18:37:10.620-04:00,ToughLoveGauntlet056,5,BlueicyDasani,SWAG | Waddle,3-1
2022-03-18T18:37:10.625-04:00,ToughLoveGauntlet056,-1,cheeseeater,Cute Pizza #3057,2-0
2022-03-18T18:37:10.633-04:00,ToughLoveGauntlet056,-2,TrunksEsp,cheeseeater,-1-0
2022-03-18T18:37:10.647-04:00,ToughLoveGauntlet056,-2,E_Sid,Puzzlebox,0-2
2022-03-18T18:37:10.652-04:00,ToughLoveGauntlet056,-2,Mirdas,Askadoodle,1-2
2022-03-18T18:37:10.656-04:00,ToughLoveGauntlet056,-2,pikachuprobably,Wiltonlaws,0--1
2022-03-18T18:37:10.661-04:00,ToughLoveGauntlet056,-3,DabsR,cheeseeater,1-2
2022-03-18T18:37:10.667-04:00,ToughLoveGauntlet056,-3,fredruary,Puzzlebox,1-2
2022-03-18T18:37:10.676-04:00,ToughLoveGauntlet056,-3,ESGR (Sturdy Lemon #7871),Askadoodle,2-1
2022-03-18T18:37:10.682-04:00,ToughLoveGauntlet056,-3,Shivayne,pikachuprobably,-1-0
2022-03-18T18:37:10.686-04:00,ToughLoveGauntlet056,-4,cheeseeater,Puzzlebox,3-2
2022-03-18T18:37:10.692-04:00,ToughLoveGauntlet056,-4,ESGR (Sturdy Lemon #7871),pikachuprobably,0--1
2022-03-18T18:37:10.697-04:00,ToughLoveGauntlet056,-5,TableLol,cheeseeater,3-2
2022-03-18T18:37:10.701-04:00,ToughLoveGauntlet056,-5,icyal_XD (Groovy Ramen),ESGR (Sturdy Lemon #7871),0-3
2022-03-18T18:37:10.706-04:00,ToughLoveGauntlet056,-6,TableLol,ESGR (Sturdy Lemon #7871),3-0
2022-03-18T18:37:10.712-04:00,ToughLoveGauntlet056,-7,SWAG | Waddle,TableLol,1-3
2022-03-18T18:37:10.718-04:00,ToughLoveGauntlet056,6,BlueicyDasani,TableLol,0-3
2022-03-18T18:37:10.728-04:00,ToughLoveGauntlet056,6,TableLol,BlueicyDasani,2-3
2022-03-26T06:31:13.865+08:00,ToughLoveGauntlet057,1,cheeseeater,lemongaming420,1-2
2022-03-26T06:31:13.877+08:00,ToughLoveGauntlet057,1,TableLol,JoRo,2-0
2022-03-26T06:31:13.884+08:00,ToughLoveGauntlet057,1,BlueicyDasani,TrunksEsp,2-0
2022-03-26T06:31:13.895+08:00,ToughLoveGauntlet057,1,ESGR (Sturdy Lemon #7871),icyal_XD (Groovy Ramen),2-0
2022-03-26T06:31:13.902+08:00,ToughLoveGauntlet057,2,Wiltonlaws,lemongaming420,0-2
2022-03-26T06:31:13.918+08:00,ToughLoveGauntlet057,2,fredruary,TableLol,0-2
2022-03-26T06:31:13.924+08:00,ToughLoveGauntlet057,2,SWAG | Waddle,BlueicyDasani,2-1
2022-03-26T06:31:13.931+08:00,ToughLoveGauntlet057,2,Askadoodle,ESGR (Sturdy Lemon #7871),2-0
2022-03-26T06:31:13.937+08:00,ToughLoveGauntlet057,3,lemongaming420,TableLol,0-3
2022-03-26T06:31:13.946+08:00,ToughLoveGauntlet057,3,SWAG | Waddle,Askadoodle,3-2
2022-03-26T06:31:13.951+08:00,ToughLoveGauntlet057,4,TableLol,SWAG | Waddle,2-3
2022-03-26T06:31:13.956+08:00,ToughLoveGauntlet057,-1,ESGR (Sturdy Lemon #7871),cheeseeater,1-2
2022-03-26T06:31:13.973+08:00,ToughLoveGauntlet057,-1,BlueicyDasani,JoRo,2-0
2022-03-26T06:31:13.986+08:00,ToughLoveGauntlet057,-1,fredruary,TrunksEsp,2-0
2022-03-26T06:31:13.998+08:00,ToughLoveGauntlet057,-1,Wiltonlaws,icyal_XD (Groovy Ramen),0-2
2022-03-26T06:31:14.010+08:00,ToughLoveGauntlet057,-2,cheeseeater,BlueicyDasani,2-1
2022-03-26T06:31:14.021+08:00,ToughLoveGauntlet057,-2,fredruary,icyal_XD (Groovy Ramen),2-1
2022-03-26T06:31:14.031+08:00,ToughLoveGauntlet057,-3,lemongaming420,cheeseeater,2-3
2022-03-26T06:31:14.037+08:00,ToughLoveGauntlet057,-3,Askadoodle,fredruary,3-1
2022-03-26T06:31:14.043+08:00,ToughLoveGauntlet057,-4,cheeseeater,Askadoodle,2-3
2022-03-26T06:31:14.054+08:00,ToughLoveGauntlet057,-5,TableLol,Askadoodle,3-2
2022-03-26T06:31:14.059+08:00,ToughLoveGauntlet057,5,SWAG | Waddle,TableLol,3-0
2022-04-01T22:41:21.834+00:00,ToughLoveGauntlet058,1,Mirdas,Askadoodle,2-1
2022-04-01T22:41:21.838+00:00,ToughLoveGauntlet058,1,Rose,Cute Pizza #3057,2-1
2022-04-01T22:41:21.842+00:00,ToughLoveGauntlet058,2,icyal_XD (Groovy Ramen),Mirdas,2-1
2022-04-01T22:41:21.847+00:00,ToughLoveGauntlet058,2,The_Grum,Zoi2006,2-0
2022-04-01T22:41:21.851+00:00,ToughLoveGauntlet058,2,BlueicyDasani,Rose,2-0
2022-04-01T22:41:21.855+00:00,ToughLoveGauntlet058,2,TableLol,E_Sid,2-1
2022-04-01T22:41:21.858+00:00,ToughLoveGauntlet058,3,icyal_XD (Groovy Ramen),The_Grum,-1-0
2022-04-01T22:41:21.862+00:00,ToughLoveGauntlet058,3,BlueicyDasani,TableLol,1-3
2022-04-01T22:41:21.866+00:00,ToughLoveGauntlet058,4,The_Grum,TableLol,2-3
2022-04-01T22:41:21.869+00:00,ToughLoveGauntlet058,-1,E_Sid,Askadoodle,0-2
2022-04-01T22:41:21.874+00:00,ToughLoveGauntlet058,-1,Zoi2006,Cute Pizza #3057,-1-0
2022-04-01T22:41:21.877+00:00,ToughLoveGauntlet058,-2,Rose,Askadoodle,2-1
2022-04-01T22:41:21.882+00:00,ToughLoveGauntlet058,-2,Mirdas,Cute Pizza #3057,1-2
2022-04-01T22:41:21.886+00:00,ToughLoveGauntlet058,-3,icyal_XD (Groovy Ramen),Rose,-1-0
2022-04-01T22:41:21.890+00:00,ToughLoveGauntlet058,-3,BlueicyDasani,Cute Pizza #3057,3-0
2022-04-01T22:41:21.896+00:00,ToughLoveGauntlet058,-4,Rose,BlueicyDasani,3-1
2022-04-01T22:41:21.901+00:00,ToughLoveGauntlet058,-5,The_Grum,Rose,3-0
2022-04-01T22:41:21.907+00:00,ToughLoveGauntlet058,5,TableLol,The_Grum,0-3
2022-04-01T22:41:21.911+00:00,ToughLoveGauntlet058,5,The_Grum,TableLol,1-3
2022-04-08T18:29:17.082-04:00,ToughLoveGauntlet059,1,lemongaming420,Cute Pizza #3057,2-1
2022-04-08T18:29:17.089-04:00,ToughLoveGauntlet059,2,TableLol,lemongaming420,2-1
2022-04-08T18:29:17.097-04:00,ToughLoveGauntlet059,2,cheeseeater,E_Sid,2-1
2022-04-08T18:29:17.107-04:00,ToughLoveGauntlet059,2,ESGR (Sturdy Lemon #7871),LungsterX (Salty Lobster #9241),2-1
2022-04-08T18:29:17.115-04:00,ToughLoveGauntlet059,2,BlueicyDasani,TrunksEsp,-1-0
2022-04-08T18:29:17.123-04:00,ToughLoveGauntlet059,3,TableLol,cheeseeater,3-1
2022-04-08T18:29:17.131-04:00,ToughLoveGauntlet059,3,ESGR (Sturdy Lemon #7871),TrunksEsp,0--1
2022-04-08T18:29:17.142-04:00,ToughLoveGauntlet059,4,TableLol,ESGR (Sturdy Lemon #7871),3-0
2022-04-08T18:29:17.150-04:00,ToughLoveGauntlet059,-1,BlueicyDasani,Cute Pizza #3057,2-0
2022-04-08T18:29:17.158-04:00,ToughLoveGauntlet059,-2,LungsterX (Salty Lobster #9241),BlueicyDasani,0-2
2022-04-08T18:29:17.167-04:00,ToughLoveGauntlet059,-2,E_Sid,lemongaming420,0-2
2022-04-08T18:29:17.174-04:00,ToughLoveGauntlet059,-3,cheeseeater,BlueicyDasani,1-3
2022-04-08T18:29:17.181-04:00,ToughLoveGauntlet059,-3,TrunksEsp,lemongaming420,-1-0
2022-04-08T18:29:17.187-04:00,ToughLoveGauntlet059,-4,BlueicyDasani,lemongaming420,3-2
2022-04-08T18:29:17.194-04:00,ToughLoveGauntlet059,-5,ESGR (Sturdy Lemon #7871),BlueicyDasani,3-1
2022-04-08T18:29:17.199-04:00,ToughLoveGauntlet059,5,TableLol,ESGR (Sturdy Lemon #7871),1-3
2022-04-08T18:29:17.206-04:00,ToughLoveGauntlet059,5,ESGR (Sturdy Lemon #7871),TableLol,0-3
2022-04-23T01:34:26.523+03:00,ToughLoveGauntlet060,1,SWAG | Waddle,Memesoon_18,2-0
2022-04-23T01:34:26.529+03:00,ToughLoveGauntlet060,1,TrunksEsp,icyal_XD (Groovy Ramen),-1-0
2022-04-23T01:34:26.535+03:00,ToughLoveGauntlet060,1,Rose,BOOSTIOOOOOOOOO,2-0
2022-04-23T01:34:26.540+03:00,ToughLoveGauntlet060,1,BlueicyDasani,lemongaming420,0--1
2022-04-23T01:34:26.544+03:00,ToughLoveGauntlet060,1,TableLol,Bingo (Hard Spaghetti #3650),2-0
2022-04-23T01:34:26.547+03:00,ToughLoveGauntlet060,1,E_Sid,konkeydong119,2-1
2022-04-23T01:34:26.552+03:00,ToughLoveGauntlet060,1,ESGR (Sturdy Lemon #7871),DEEZ | alright_then,2-0
2022-04-23T01:34:26.555+03:00,ToughLoveGauntlet060,1,cheeseeater,Zoi2006,2-1
2022-04-23T01:34:26.559+03:00,ToughLoveGauntlet060,2,SWAG | Waddle,icyal_XD (Groovy Ramen),2-0
2022-04-23T01:34:26.563+03:00,ToughLoveGauntlet060,2,Rose,BlueicyDasani,0-2
2022-04-23T01:34:26.567+03:00,ToughLoveGauntlet060,2,TableLol,E_Sid,2-0
2022-04-23T01:34:26.571+03:00,ToughLoveGauntlet060,2,ESGR (Sturdy Lemon #7871),cheeseeater,2-0
2022-04-23T01:34:26.576+03:00,ToughLoveGauntlet060,3,SWAG | Waddle,BlueicyDasani,3-0
2022-04-23T01:34:26.580+03:00,ToughLoveGauntlet060,3,TableLol,ESGR (Sturdy Lemon #7871),3-0
2022-04-23T01:34:26.585+03:00,ToughLoveGauntlet060,4,SWAG | Waddle,TableLol,3-2
2022-04-23T01:34:26.591+03:00,ToughLoveGauntlet060,-1,Memesoon_18,TrunksEsp,0--1
2022-04-23T01:34:26.597+03:00,ToughLoveGauntlet060,-1,BOOSTIOOOOOOOOO,lemongaming420,0--1
2022-04-23T01:34:26.603+03:00,ToughLoveGauntlet060,-1,Bingo (Hard Spaghetti #3650),konkeydong119,0-2
2022-04-23T01:34:26.609+03:00,ToughLoveGauntlet060,-1,DEEZ | alright_then,Zoi2006,1-2
2022-04-23T01:34:26.614+03:00,ToughLoveGauntlet060,-2,cheeseeater,Memesoon_18,2-0
2022-04-23T01:34:26.620+03:00,ToughLoveGauntlet060,-2,E_Sid,BOOSTIOOOOOOOOO,0--1
2022-04-23T01:34:26.625+03:00,ToughLoveGauntlet060,-2,Rose,konkeydong119,2-0
2022-04-23T01:34:26.630+03:00,ToughLoveGauntlet060,-2,icyal_XD (Groovy Ramen),Zoi2006,1-2
2022-04-23T01:34:26.635+03:00,ToughLoveGauntlet060,-3,cheeseeater,E_Sid,3-1
2022-04-23T01:34:26.640+03:00,ToughLoveGauntlet060,-3,Rose,Zoi2006,3-0
2022-04-23T01:34:26.645+03:00,ToughLoveGauntlet060,-4,BlueicyDasani,cheeseeater,3-1
2022-04-23T01:34:26.651+03:00,ToughLoveGauntlet060,-4,ESGR (Sturdy Lemon #7871),Rose,3-0
2022-04-23T01:34:26.655+03:00,ToughLoveGauntlet060,-5,BlueicyDasani,ESGR (Sturdy Lemon #7871),1-3
2022-04-23T01:34:26.659+03:00,ToughLoveGauntlet060,-6,TableLol,ESGR (Sturdy Lemon #7871),3-2
2022-04-23T01:34:26.663+03:00,ToughLoveGauntlet060,5,SWAG | Waddle,TableLol,0-3
2022-04-23T01:34:26.666+03:00,ToughLoveGauntlet060,5,TableLol,SWAG | Waddle,3-1
2022-04-29T19:37:44.728-03:00,ToughLoveGauntlet061,1,snazzysnail,Memesoon_18,2-1
2022-04-29T19:37:44.733-03:00,ToughLoveGauntlet061,1,dropodripgod,Derrenpullgirls,2-0
2022-04-29T19:37:44.737-03:00,ToughLoveGauntlet061,2,The_Grum,snazzysnail,2-0
2022-04-29T19:37:44.740-03:00,ToughLoveGauntlet061,2,BlueicyDasani,Friggis1,2-0
2022-04-29T19:37:44.743-03:00,ToughLoveGauntlet061,2,Wiltonlaws,Mirdas,1-2
2022-04-29T19:37:44.747-03:00,ToughLoveGauntlet061,2,ESGR (Sturdy Lemon #7871),icyal_XD (Groovy Ramen),2-0
2022-04-29T19:37:44.750-03:00,ToughLoveGauntlet061,2,TableLol,dropodripgod,2-0
2022-04-29T19:37:44.753-03:00,ToughLoveGauntlet061,2,cheeseeater,E_Sid,-1-0
